date,ticker,model_name,horizon,y_pred
2025-09-26,034730,safe_dl_lstm_v1,1,214980.5179894004
2025-09-26,034730,safe_ens_mean,1,214980.5179894004
2025-09-26,034730,safe_ens_median,1,214980.5179894004
2025-09-26,035250,safe_dl_lstm_v1,1,17763.56567741811
2025-09-26,035250,safe_ens_mean,1,17763.56567741811
2025-09-26,035250,safe_ens_median,1,17763.56567741811
2025-09-26,035420,safe_dl_lstm_v1,1,237638.15893199277
2025-09-26,035420,safe_ens_mean,1,237638.1589319928
2025-09-26,035420,safe_ens_median,1,237638.15893199277
2025-09-26,035720,safe_dl_lstm_v1,1,63324.154705319306
2025-09-26,035720,safe_ens_mean,1,63324.1547053193
2025-09-26,035720,safe_ens_median,1,63324.154705319306
2025-09-26,036460,safe_dl_lstm_v1,1,38892.86230700927
2025-09-26,036460,safe_ens_mean,1,38892.86230700927
2025-09-26,036460,safe_ens_median,1,38892.86230700927
2025-09-26,036570,safe_dl_lstm_v1,1,215165.27687914812
2025-09-26,036570,safe_ens_mean,1,215165.27687914812
2025-09-26,036570,safe_ens_median,1,215165.27687914812
2025-09-26,039130,safe_dl_lstm_v1,1,51463.5611470299
2025-09-26,039130,safe_ens_mean,1,51463.5611470299
2025-09-26,039130,safe_ens_median,1,51463.5611470299
2025-09-26,039490,safe_dl_lstm_v1,1,262013.96726404032
2025-09-26,039490,safe_ens_mean,1,262013.9672640403
2025-09-26,039490,safe_ens_median,1,262013.96726404032
2025-09-26,042660,safe_dl_lstm_v1,1,110663.11557765123
2025-09-26,042660,safe_ens_mean,1,110663.11557765123
2025-09-26,042660,safe_ens_median,1,110663.11557765123
2025-09-26,042670,safe_dl_lstm_v1,1,15163.594636078791
2025-09-26,042670,safe_ens_mean,1,15163.594636078791
2025-09-26,042670,safe_ens_median,1,15163.594636078791
2025-09-26,042700,safe_dl_lstm_v1,1,91496.08464284366
2025-09-26,042700,safe_ens_mean,1,91496.08464284365
2025-09-26,042700,safe_ens_median,1,91496.08464284366
2025-09-26,047040,safe_dl_lstm_v1,1,3693.608698919167
2025-09-26,047040,safe_ens_mean,1,3693.6086989191667
2025-09-26,047040,safe_ens_median,1,3693.608698919167
2025-09-26,047050,safe_dl_lstm_v1,1,49488.24414581254
2025-09-26,047050,safe_ens_mean,1,49488.24414581255
2025-09-26,047050,safe_ens_median,1,49488.24414581254
2025-09-26,047810,safe_dl_lstm_v1,1,107998.37117752453
2025-09-26,047810,safe_ens_mean,1,107998.37117752452
2025-09-26,047810,safe_ens_median,1,107998.37117752453
2025-09-26,051600,safe_dl_lstm_v1,1,49150.13447006473
2025-09-26,051600,safe_ens_mean,1,49150.13447006474
